epoch,accuracy,learning_rate,loss,top_2_accuracy,top_3_accuracy,val_accuracy,val_loss,val_top_2_accuracy,val_top_3_accuracy
25,0.38094472885131836,6.25000029685907e-05,1.6841890811920166,0.5960797071456909,0.7421272397041321,0.706367015838623,0.9756484031677246,0.9026217460632324,0.9565542936325073
26,0.3741966485977173,6.25000029685907e-05,1.7048107385635376,0.5878856182098389,0.7273457646369934,0.7093632817268372,0.9840985536575317,0.8876404762268066,0.9498127102851868
27,0.37532132863998413,6.25000029685907e-05,1.6830573081970215,0.5798521637916565,0.7209190130233765,0.6996254920959473,0.9821656942367554,0.898876428604126,0.9498127102851868
28,0.3722686469554901,3.125000148429535e-05,1.6761761903762817,0.5808162093162537,0.7265424132347107,0.7003745436668396,0.9726427793502808,0.8973782658576965,0.9535580277442932
29,0.37612468004226685,3.125000148429535e-05,1.6877079010009766,0.5870822668075562,0.7276670932769775,0.7153558135032654,0.9637624621391296,0.9071161150932312,0.9573033452033997
30,0.3661632537841797,3.125000148429535e-05,1.6977707147598267,0.5761567950248718,0.7283097505569458,0.7086142301559448,0.957632839679718,0.9063670635223389,0.9595505595207214
31,0.3825514018535614,3.125000148429535e-05,1.6598814725875854,0.5915809869766235,0.7332904934883118,0.714606761932373,0.9547445774078369,0.9026217460632324,0.9528089761734009
32,0.37692803144454956,3.125000148429535e-05,1.6514923572540283,0.5939909815788269,0.73393315076828,0.7101123332977295,0.9461655020713806,0.9063670635223389,0.9565542936325073
33,0.37837404012680054,1.5625000742147677e-05,1.6682931184768677,0.5899742841720581,0.7371465563774109,0.714606761932373,0.9500145316123962,0.9041198492050171,0.9588015079498291
34,0.37387531995773315,1.5625000742147677e-05,1.672309160232544,0.5874035954475403,0.7312018275260925,0.7153558135032654,0.9447559118270874,0.9056179523468018,0.9580524563789368
